request_id,primary_port,vlan_id,device_id
202,1,4055,3
203,0,57,1
203,0,4056,0
203,1,57,1
203,1,4056,0
204,1,57,0
204,1,4055,4
205,0,57,2
205,0,4056,2
205,1,57,2
205,1,4056,2
206,1,57,3
206,1,4056,3
207,1,58,1
207,1,4057,2
208,0,58,2
208,0,4057,4
208,1,58,2
208,1,4057,4
209,0,59,1
209,0,4058,0
209,1,59,1
209,1,4058,0
210,1,58,3
210,1,4057,3
211,1,58,4
211,1,4058,1
212,1,59,0
212,1,4058,2
213,0,59,4
213,0,4058,4
213,1,59,4
213,1,4058,4
214,0,60,1
214,0,4059,0
214,1,60,1
214,1,4059,0
215,1,59,2
215,1,4059,1
216,1,59,3
216,1,4059,2
217,1,60,3
217,1,4059,3
218,1,60,4
218,1,4059,4
219,0,61,2
219,0,4060,1
219,1,61,2
219,1,4060,1
220,0,61,4
220,0,4060,2
220,1,61,4
220,1,4060,2
221,1,61,0
221,1,4060,3
222,0,62,0
222,0,4062,1
222,1,62,0
222,1,4062,1
223,0,62,1
223,0,4063,1
223,1,62,1
223,1,4063,1
224,1,62,2
224,1,4060,4
225,0,62,4
225,0,4063,4
225,1,62,4
225,1,4063,4
226,0,63,0
226,0,4064,0
226,1,63,0
226,1,4064,0
227,1,62,3
227,1,4061,0
228,0,63,1
228,0,4064,1
228,1,63,1
228,1,4064,1
229,1,63,2
229,1,4061,3
230,1,63,3
230,1,4062,2
231,0,63,4
231,0,4065,0
231,1,63,4
231,1,4065,0
232,0,64,0
232,0,4065,1
232,1,64,0
232,1,4065,1
233,0,64,1
233,0,4065,4
233,1,64,1
233,1,4065,4
234,1,64,2
234,1,4062,3
235,0,65,0
235,0,4066,4
235,1,65,0
235,1,4066,4
236,0,65,1
236,0,4067,1
236,1,65,1
236,1,4067,1
237,1,64,3
237,1,4063,3
238,0,65,4
238,0,4067,2
238,1,65,4
238,1,4067,2
239,0,66,1
239,0,4068,0
239,1,66,1
239,1,4068,0
240,1,65,2
240,1,4064,3
241,1,65,3
241,1,4065,2
242,1,66,0
242,1,4065,3
243,1,66,2
243,1,4066,2
244,0,66,4
244,0,4068,1
244,1,66,4
244,1,4068,1
245,1,67,0
245,1,4067,0
246,0,67,1
246,0,4069,0
246,1,67,1
246,1,4069,0
247,1,67,2
247,1,4067,3
248,0,67,4
248,0,4069,1
248,1,67,4
248,1,4069,1
249,0,68,1
249,0,4069,2
249,1,68,1
249,1,4069,2
250,1,67,3
250,1,4067,4
251,0,68,4
251,0,4070,2
251,1,68,4
251,1,4070,2
252,0,69,0
252,0,4070,4
252,1,69,0
252,1,4070,4
253,0,69,1
253,0,4071,0
253,1,69,1
253,1,4071,0
254,1,68,3
254,1,4069,3
255,1,69,2
255,1,4069,4
256,0,69,4
256,0,4071,4
256,1,69,4
256,1,4071,4
257,0,70,1
257,0,4072,0
257,1,70,1
257,1,4072,0
258,1,69,3
258,1,4070,1
259,0,70,2
259,0,4072,1
259,1,70,2
259,1,4072,1
260,0,70,4
260,0,4072,2
260,1,70,4
260,1,4072,2
261,0,71,0
261,0,4072,4
261,1,71,0
261,1,4072,4
262,1,70,3
262,1,4071,2
263,1,71,1
263,1,4071,3
264,0,72,0
264,0,4073,0
264,1,72,0
264,1,4073,0
265,1,71,3
265,1,4072,3
266,0,72,2
266,0,4073,4
266,1,72,2
266,1,4073,4
267,1,72,3
267,1,4073,1
268,1,72,4
268,1,4073,2
269,0,73,0
269,0,4074,2
269,1,73,0
269,1,4074,2
270,0,73,1
270,0,4074,4
270,1,73,1
270,1,4074,4
271,1,73,2
271,1,4073,3
272,0,74,1
272,0,4075,0
272,1,74,1
272,1,4075,0
273,0,74,4
273,0,4075,1
273,1,74,4
273,1,4075,1
274,0,75,4
274,0,4075,2
274,1,75,4
274,1,4075,2
275,0,76,1
275,0,4075,4
275,1,76,1
275,1,4075,4
276,0,76,2
276,0,4076,0
276,1,76,2
276,1,4076,0
277,1,73,3
277,1,4074,1
278,1,73,4
278,1,4076,1
279,0,76,4
279,0,4076,2
279,1,76,4
279,1,4076,2
280,0,77,0
280,0,4076,4
280,1,77,0
280,1,4076,4
281,0,77,2
281,0,4077,0
281,1,77,2
281,1,4077,0
282,1,74,0
282,1,4076,3
283,0,78,2
283,0,4077,2
283,1,78,2
283,1,4077,2
284,0,79,4
284,0,4078,1
284,1,79,4
284,1,4078,1
285,0,80,0
285,0,4078,2
285,1,80,0
285,1,4078,2
286,1,74,2
286,1,4077,1
287,0,80,1
287,0,4078,4
287,1,80,1
287,1,4078,4
288,1,75,3
288,1,4078,0
289,0,80,2
289,0,4079,0
289,1,80,2
289,1,4079,0
290,1,76,3
290,1,4079,1
291,1,77,3
291,1,4079,2
292,1,78,3
292,1,4079,3
293,1,78,4
293,1,4079,4
294,0,81,0
294,0,4080,0
294,1,81,0
294,1,4080,0
295,0,81,4
295,0,4080,1
295,1,81,4
295,1,4080,1
296,1,79,0
296,1,4080,2
297,0,82,0
297,0,4080,4
297,1,82,0
297,1,4080,4
298,1,79,1
298,1,4081,0
299,0,82,2
299,0,4082,1
299,1,82,2
299,1,4082,1
300,1,79,2
300,1,4081,2
301,1,79,3
301,1,4081,3
302,1,80,3
302,1,4082,2
303,1,81,3
303,1,4082,4
304,1,82,4
304,1,4083,0
305,0,83,0
305,0,4083,4
305,1,83,0
305,1,4083,4
306,1,83,2
306,1,4084,0
307,1,84,0
307,1,4084,1
308,1,84,2
308,1,4084,2
309,0,85,0
309,0,4084,4
309,1,85,0
309,1,4084,4
310,1,84,4
310,1,4084,3
311,1,85,2
311,1,4085,1
312,1,85,3
312,1,4085,3
313,0,86,0
313,0,4085,4
313,1,86,0
313,1,4085,4
314,0,86,1
314,0,4086,0
314,1,86,1
314,1,4086,0
315,1,85,4
315,1,4086,1
316,0,86,2
316,0,4086,2
316,1,86,2
316,1,4086,2
317,1,87,0
317,1,4086,3
318,1,87,1
318,1,4086,4
319,1,87,2
319,1,4087,0
320,0,88,0
320,0,4087,4
320,1,88,0
320,1,4087,4
321,1,88,2
321,1,4087,3
322,0,88,4
322,0,4088,0
322,1,88,4
322,1,4088,0
323,0,89,0
323,0,4088,1
323,1,89,0
323,1,4088,1
324,1,88,3
324,1,4088,2
325,1,89,1
325,1,4088,3
326,1,89,2
326,1,4088,4
327,0,89,4
327,0,4090,0
327,1,89,4
327,1,4090,0
328,1,89,3
328,1,4089,3
329,0,90,1
329,0,4091,0
329,1,90,1
329,1,4091,0
330,1,90,2
330,1,4089,4
331,0,92,1
331,0,4092,1
331,1,92,1
331,1,4092,1
332,1,90,3
332,1,4090,3
333,0,92,2
333,0,4092,4
333,1,92,2
333,1,4092,4
334,0,92,4
334,0,4093,0
334,1,92,4
334,1,4093,0
335,1,91,0
335,1,4091,3
336,0,93,0
336,0,4093,1
336,1,93,0
336,1,4093,1
337,1,91,1
337,1,4092,0
338,1,91,2
338,1,4092,2
339,0,93,2
339,0,4093,2
339,1,93,2
339,1,4093,2
340,0,94,2
340,0,4093,4
340,1,94,2
340,1,4093,4
341,1,92,0
341,1,4092,3
342,0,94,4
342,0,4094,0
342,1,94,4
342,1,4094,0
343,1,92,3
343,1,4093,3
344,0,95,0
344,0,4094,4
344,1,95,0
344,1,4094,4
345,0,95,2
345,0,4095,0
345,1,95,2
345,1,4095,0
346,1,93,4
346,1,4094,1
347,0,96,1
347,0,4095,1
347,1,96,1
347,1,4095,1
348,1,94,1
348,1,4094,3
349,1,95,4
349,1,4095,2
350,1,96,0
350,1,4095,3
351,1,96,2
351,1,4096,0
352,1,96,3
352,1,4096,1
353,1,96,4
353,1,4096,2
354,0,97,4
354,0,4096,4
354,1,97,4
354,1,4096,4
355,1,97,0
355,1,4096,3
356,1,-1,-1
356,1,97,3
357,1,-1,-1
357,1,98,0
358,1,-1,-1
358,1,98,2
359,1,-1,-1
359,1,98,3
360,0,99,0
360,1,-1,-1
360,1,99,0
361,0,99,1
361,1,-1,-1
361,1,99,1
362,0,99,4
362,1,-1,-1
362,1,99,4
363,1,-1,-1
363,1,99,2
364,0,100,2
364,1,-1,-1
364,1,100,2
365,1,-1,-1
365,1,100,3
366,0,100,4
366,1,-1,-1
366,1,100,4
367,1,-1,-1
367,1,101,0
368,1,-1,-1
368,1,101,1
369,1,-1,-1
369,1,101,2
370,1,-1,-1
370,1,101,3
371,1,-1,-1
371,1,101,4
372,0,102,0
372,1,-1,-1
372,1,102,0
373,1,-1,-1
373,1,102,1
374,1,-1,-1
374,1,102,2
375,0,103,0
375,1,-1,-1
375,1,103,0
376,0,103,1
376,1,-1,-1
376,1,103,1
377,1,-1,-1
377,1,103,2
378,0,103,4
378,1,-1,-1
378,1,103,4
379,0,104,0
379,1,-1,-1
379,1,104,0
380,1,-1,-1
380,1,104,1
381,0,105,2
381,1,-1,-1
381,1,105,2
382,0,105,4
382,1,-1,-1
382,1,105,4
383,0,106,2
383,1,-1,-1
383,1,106,2
384,1,-1,-1
384,1,104,3
385,1,-1,-1
385,1,105,3
386,1,-1,-1
386,1,106,1
387,1,-1,-1
387,1,106,3
388,1,-1,-1
388,1,106,4
389,1,-1,-1
389,1,107,1
390,1,-1,-1
390,1,107,2
391,0,108,1
391,1,-1,-1
391,1,108,1
392,0,108,2
392,1,-1,-1
392,1,108,2
393,0,108,4
393,1,-1,-1
393,1,108,4
394,1,-1,-1
394,1,107,3
395,1,-1,-1
395,1,107,4
396,0,109,0
396,1,-1,-1
396,1,109,0
397,1,-1,-1
397,1,108,3
398,0,109,1
398,1,-1,-1
398,1,109,1
399,0,109,4
399,1,-1,-1
399,1,109,4
400,0,110,0
400,1,-1,-1
400,1,110,0
401,1,-1,-1
401,1,109,2
402,1,-1,-1
402,1,110,2
403,0,110,4
403,1,-1,-1
403,1,110,4
404,1,-1,-1
404,1,110,3
405,0,111,0
405,1,-1,-1
405,1,111,0
406,1,-1,-1
406,1,111,1
407,1,-1,-1
407,1,111,2
408,1,-1,-1
408,1,111,3
409,1,-1,-1
409,1,111,4
410,1,-1,-1
410,1,112,0
411,1,-1,-1
411,1,112,1
412,1,-1,-1
412,1,112,2
413,1,-1,-1
413,1,112,3
414,0,112,4
414,1,-1,-1
414,1,112,4
415,1,-1,-1
415,1,113,0
416,0,113,4
416,1,-1,-1
416,1,113,4
417,1,-1,-1
417,1,113,1
418,0,114,1
418,1,-1,-1
418,1,114,1
419,0,114,2
419,1,-1,-1
419,1,114,2
420,1,-1,-1
420,1,113,2
421,0,115,0
421,1,-1,-1
421,1,115,0
422,1,-1,-1
422,1,113,3
423,0,116,0
423,1,-1,-1
423,1,116,0
424,0,116,2
424,1,-1,-1
424,1,116,2
425,1,-1,-1
425,1,114,0
426,1,-1,-1
426,1,114,3
427,1,-1,-1
427,1,114,4
428,1,-1,-1
428,1,115,3
429,0,116,4
429,1,-1,-1
429,1,116,4
430,1,-1,-1
430,1,115,4
431,1,-1,-1
431,1,116,1
432,1,-1,-1
432,1,116,3
433,1,-1,-1
433,1,117,1
434,1,-1,-1
434,1,117,2
435,0,117,4
435,1,-1,-1
435,1,117,4
436,0,118,2
436,1,-1,-1
436,1,118,2
437,1,-1,-1
437,1,118,0
438,1,-1,-1
438,1,118,1
439,1,-1,-1
439,1,118,3
440,1,-1,-1
440,1,118,4
441,0,119,0
441,1,-1,-1
441,1,119,0
442,0,119,1
442,1,-1,-1
442,1,119,1
443,0,119,2
443,1,-1,-1
443,1,119,2
444,1,-1,-1
444,1,119,4
445,0,120,1
445,1,-1,-1
445,1,120,1
446,1,-1,-1
446,1,120,2
447,1,-1,-1
447,1,120,3
448,0,121,0
448,1,-1,-1
448,1,121,0
449,1,-1,-1
449,1,121,1
450,0,121,2
450,1,-1,-1
450,1,121,2
451,0,122,0
451,1,-1,-1
451,1,122,0
452,1,-1,-1
452,1,122,4
453,1,-1,-1
453,1,123,1
454,1,-1,-1
454,1,123,2
455,0,123,4
455,1,-1,-1
455,1,123,4
456,0,124,2
456,1,-1,-1
456,1,124,2
457,0,125,0
457,1,-1,-1
457,1,125,0
458,0,125,4
458,1,-1,-1
458,1,125,4
459,0,127,1
459,1,-1,-1
459,1,127,1
460,0,127,2
460,1,-1,-1
460,1,127,2
461,0,127,4
461,1,-1,-1
461,1,127,4
462,1,-1,-1
462,1,123,3
463,1,-1,-1
463,1,124,0
464,1,-1,-1
464,1,124,3
465,1,-1,-1
465,1,126,1
466,1,-1,-1
466,1,126,3
467,0,128,0
467,1,-1,-1
467,1,128,0
468,0,128,1
468,1,-1,-1
468,1,128,1
469,0,128,2
469,1,-1,-1
469,1,128,2
470,1,-1,-1
470,1,127,0
471,1,-1,-1
471,1,127,3
472,1,-1,-1
472,1,128,4
473,1,-1,-1
473,1,130,1
474,0,130,2
474,1,-1,-1
474,1,130,2
475,0,130,4
475,1,-1,-1
475,1,130,4
476,0,131,0
476,1,-1,-1
476,1,131,0
477,1,-1,-1
477,1,130,3
478,1,-1,-1
478,1,131,2
479,1,-1,-1
479,1,131,4
480,0,132,1
480,1,-1,-1
480,1,132,1
481,0,132,2
481,1,-1,-1
481,1,132,2
482,1,-1,-1
482,1,132,3
483,0,133,1
483,1,-1,-1
483,1,133,1
484,0,133,2
484,1,-1,-1
484,1,133,2
485,1,-1,-1
485,1,132,4
486,0,133,4
486,1,-1,-1
486,1,133,4
487,0,134,0
487,1,-1,-1
487,1,134,0
488,1,-1,-1
488,1,133,3
489,0,134,1
489,1,-1,-1
489,1,134,1
490,1,-1,-1
490,1,134,2
491,0,134,4
491,1,-1,-1
491,1,134,4
492,1,-1,-1
492,1,134,3
493,1,-1,-1
493,1,135,0
494,0,135,2
494,1,-1,-1
494,1,135,2
495,1,-1,-1
495,1,135,1
496,1,-1,-1
496,1,135,3
497,1,-1,-1
497,1,136,0
498,1,-1,-1
498,1,136,1
499,1,-1,-1
499,1,136,2
500,1,-1,-1
500,1,136,3
501,0,136,4
501,1,-1,-1
501,1,136,4
502,1,-1,-1
502,1,137,0
503,1,-1,-1
503,1,137,1
504,0,137,2
504,1,-1,-1
504,1,137,2
505,0,138,0
505,1,-1,-1
505,1,138,0
506,0,138,1
506,1,-1,-1
506,1,138,1
507,1,-1,-1
507,1,137,3
508,0,138,2
508,1,-1,-1
508,1,138,2
509,0,138,4
509,1,-1,-1
509,1,138,4
510,1,-1,-1
510,1,139,0
511,1,-1,-1
511,1,139,1
512,1,-1,-1
512,1,139,4
513,1,-1,-1
513,1,140,0
514,1,-1,-1
514,1,140,1
515,1,-1,-1
515,1,140,2
516,1,-1,-1
516,1,140,3
517,1,-1,-1
517,1,140,4
518,0,142,0
518,1,-1,-1
518,1,142,0
519,1,-1,-1
519,1,141,1
520,0,142,1
520,1,-1,-1
520,1,142,1
521,1,-1,-1
521,1,141,3
522,0,142,2
522,1,-1,-1
522,1,142,2
523,0,142,4
523,1,-1,-1
523,1,142,4
524,1,-1,-1
524,1,143,1
525,0,143,2
525,1,-1,-1
525,1,143,2
526,1,-1,-1
526,1,143,4
527,0,144,1
527,1,-1,-1
527,1,144,1
528,1,-1,-1
528,1,144,2
529,0,144,4
529,1,-1,-1
529,1,144,4
530,1,-1,-1
530,1,144,3
531,0,145,0
531,1,-1,-1
531,1,145,0
532,1,-1,-1
532,1,145,1
533,0,146,0
533,1,-1,-1
533,1,146,0
534,1,-1,-1
534,1,145,2
535,0,146,2
535,1,-1,-1
535,1,146,2
536,0,147,0
536,1,-1,-1
536,1,147,0
537,1,-1,-1
537,1,146,1
538,1,-1,-1
538,1,146,4
539,1,-1,-1
539,1,147,1
540,0,148,0
540,1,-1,-1
540,1,148,0
541,1,-1,-1
541,1,147,4
542,0,148,1
542,1,-1,-1
542,1,148,1
543,0,148,4
543,1,-1,-1
543,1,148,4
544,0,149,2
544,1,-1,-1
544,1,149,2
545,1,-1,-1
545,1,149,1
546,0,150,0
546,1,-1,-1
546,1,150,0
547,0,150,1
547,1,-1,-1
547,1,150,1
548,1,-1,-1
548,1,149,4
549,1,-1,-1
549,1,150,2
550,1,-1,-1
550,1,150,3
551,1,-1,-1
551,1,150,4
552,0,151,0
552,1,-1,-1
552,1,151,0
553,1,-1,-1
553,1,151,1
554,0,151,2
554,1,-1,-1
554,1,151,2
555,0,152,1
555,1,-1,-1
555,1,152,1
556,1,-1,-1
556,1,151,3
557,1,-1,-1
557,1,152,2
558,0,152,4
558,1,-1,-1
558,1,152,4
559,1,-1,-1
559,1,152,3
560,1,-1,-1
560,1,153,0
561,0,154,0
561,1,-1,-1
561,1,154,0
562,1,-1,-1
562,1,153,1
563,0,154,1
563,1,-1,-1
563,1,154,1
564,0,154,4
564,1,-1,-1
564,1,154,4
565,1,-1,-1
565,1,153,2
566,0,155,0
566,1,-1,-1
566,1,155,0
567,0,155,1
567,1,-1,-1
567,1,155,1
568,1,-1,-1
568,1,153,3
569,1,-1,-1
569,1,154,3
570,1,-1,-1
570,1,155,2
571,1,-1,-1
571,1,155,4
572,0,156,2
572,1,-1,-1
572,1,156,2
573,1,-1,-1
573,1,156,0
574,1,-1,-1
574,1,156,1
575,1,-1,-1
575,1,156,3
576,0,156,4
576,1,-1,-1
576,1,156,4
577,1,-1,-1
577,1,157,1
578,0,157,4
578,1,-1,-1
578,1,157,4
579,1,-1,-1
579,1,157,3
580,1,-1,-1
580,1,158,0
581,0,158,4
581,1,-1,-1
581,1,158,4
582,0,159,1
582,1,-1,-1
582,1,159,1
583,0,159,2
583,1,-1,-1
583,1,159,2
584,0,160,1
584,1,-1,-1
584,1,160,1
585,1,-1,-1
585,1,158,3
586,0,160,2
586,1,-1,-1
586,1,160,2
587,0,160,4
587,1,-1,-1
